"subject"	"group"	"part"	"sequence"	"weight"	"response"
15	2	2	"5"	10	5
15	2	2	"6"	6	5
15	2	2	"6"	7	5
15	2	2	"6"	8	7
15	2	2	"6"	9	8
15	2	2	"6"	10	5
15	2	2	"7"	6	5
15	2	2	"7"	7	3
15	2	2	"7"	8	2
15	2	2	"7"	9	8
15	2	2	"7"	10	7
15	2	2	"8"	6	2
15	2	2	"8"	7	5
15	2	2	"8"	8	5
15	2	2	"8"	9	8
15	2	2	"8"	10	9
15	2	2	"9"	6	5
15	2	2	"9"	7	8
15	2	2	"9"	8	8
15	2	2	"9"	9	9
15	2	2	"9"	10	8
15	2	2	"10"	6	8
15	2	2	"10"	7	5
15	2	2	"10"	8	9
15	2	2	"10"	9	9
15	2	2	"10"	10	9
16	1	1	"1"	1	3
16	1	1	"1"	2	3
16	1	1	"1"	3	4
16	1	1	"1"	4	7
16	1	1	"1"	5	8
16	1	1	"2"	1	3
16	1	1	"2"	2	4
16	1	1	"2"	3	4
16	1	1	"2"	4	5
16	1	1	"2"	5	7
16	1	1	"3"	1	5
16	1	1	"3"	2	4
16	1	1	"3"	3	6
16	1	1	"3"	4	6
16	1	1	"3"	5	7
16	1	1	"4"	1	3
16	1	1	"4"	2	3
16	1	1	"4"	3	6
16	1	1	"4"	4	8
16	1	1	"4"	5	8
16	1	1	"5"	1	4
16	1	1	"5"	2	5
16	1	1	"5"	3	5
16	1	1	"5"	4	6
16	1	1	"5"	5	7
16	1	1	"6"	1	4
16	1	1	"6"	2	5
16	1	1	"6"	3	6
16	1	1	"6"	4	6
16	1	1	"6"	5	8
16	1	1	"7"	1	6
16	1	1	"7"	2	5
16	1	1	"7"	3	6
16	1	1	"7"	4	8
16	1	1	"7"	5	8
16	1	1	"8"	1	5
16	1	1	"8"	2	6
16	1	1	"8"	3	7
16	1	1	"8"	4	7
16	1	1	"8"	5	8
16	1	1	"9"	1	6
16	1	1	"9"	2	7
16	1	1	"9"	3	6
16	1	1	"9"	4	7
16	1	1	"9"	5	8
16	1	1	"10"	1	6
16	1	1	"10"	2	6
16	1	1	"10"	3	7
16	1	1	"10"	4	7
16	1	1	"10"	5	8
16	1	2	"1"	6	9
16	1	2	"1"	7	8
16	1	2	"1"	8	9
16	1	2	"1"	9	9
16	1	2	"1"	10	9
16	1	2	"2"	6	7
16	1	2	"2"	7	7
16	1	2	"2"	8	8
16	1	2	"2"	9	8
16	1	2	"2"	10	9
16	1	2	"3"	6	8
16	1	2	"3"	7	7
16	1	2	"3"	8	8
16	1	2	"3"	9	8
16	1	2	"3"	10	9
16	1	2	"4"	6	7
16	1	2	"4"	7	8
16	1	2	"4"	8	8
16	1	2	"4"	9	8
16	1	2	"4"	10	9
16	1	2	"5"	6	7
16	1	2	"5"	7	8
16	1	2	"5"	8	9
16	1	2	"5"	9	8
16	1	2	"5"	10	9
16	1	2	"6"	6	8
16	1	2	"6"	7	7
16	1	2	"6"	8	8
16	1	2	"6"	9	9
16	1	2	"6"	10	9
16	1	2	"7"	6	8
16	1	2	"7"	7	8
16	1	2	"7"	8	8
16	1	2	"7"	9	8
16	1	2	"7"	10	9
16	1	2	"8"	6	8
16	1	2	"8"	7	8
16	1	2	"8"	8	7
16	1	2	"8"	9	7
16	1	2	"8"	10	9
16	1	2	"9"	6	7
16	1	2	"9"	7	8
16	1	2	"9"	8	9
16	1	2	"9"	9	8
16	1	2	"9"	10	9
16	1	2	"10"	6	8
16	1	2	"10"	7	8
16	1	2	"10"	8	8
16	1	2	"10"	9	7
16	1	2	"10"	10	9
17	2	1	"1"	11	6
17	2	1	"1"	12	7
17	2	1	"1"	13	8
17	2	1	"1"	14	8
17	2	1	"1"	15	8
17	2	1	"2"	11	4
17	2	1	"2"	12	6
17	2	1	"2"	13	7
17	2	1	"2"	14	6
17	2	1	"2"	15	5
17	2	1	"3"	11	5
17	2	1	"3"	12	6
17	2	1	"3"	13	8
17	2	1	"3"	14	6
17	2	1	"3"	15	8
17	2	1	"4"	11	4
17	2	1	"4"	12	5
17	2	1	"4"	13	8
17	2	1	"4"	14	8
17	2	1	"4"	15	9
17	2	1	"5"	11	5
17	2	1	"5"	12	7
17	2	1	"5"	13	8
17	2	1	"5"	14	7
17	2	1	"5"	15	9
17	2	1	"6"	11	7
17	2	1	"6"	12	5
17	2	1	"6"	13	6
17	2	1	"6"	14	7
17	2	1	"6"	15	8
17	2	1	"7"	11	5
17	2	1	"7"	12	9
17	2	1	"7"	13	8
17	2	1	"7"	14	8
17	2	1	"7"	15	9
17	2	1	"8"	11	6
17	2	1	"8"	12	8
17	2	1	"8"	13	8
17	2	1	"8"	14	9
17	2	1	"8"	15	9
17	2	1	"9"	11	5
17	2	1	"9"	12	6
17	2	1	"9"	13	8
17	2	1	"9"	14	6
17	2	1	"9"	15	9
17	2	1	"10"	11	8
17	2	1	"10"	12	6
17	2	1	"10"	13	9
17	2	1	"10"	14	8
17	2	1	"10"	15	7
17	2	2	"1"	6	4
17	2	2	"1"	7	5
17	2	2	"1"	8	7
17	2	2	"1"	9	5
17	2	2	"1"	10	6
17	2	2	"2"	6	5
17	2	2	"2"	7	5
17	2	2	"2"	8	7
17	2	2	"2"	9	5
17	2	2	"2"	10	7
17	2	2	"3"	6	6
17	2	2	"3"	7	7
17	2	2	"3"	8	9
17	2	2	"3"	9	7
17	2	2	"3"	10	8
17	2	2	"4"	6	4
17	2	2	"4"	7	4
17	2	2	"4"	8	7
17	2	2	"4"	9	7
17	2	2	"4"	10	7
17	2	2	"5"	6	5
17	2	2	"5"	7	5
17	2	2	"5"	8	6
17	2	2	"5"	9	7
17	2	2	"5"	10	7
17	2	2	"6"	6	5
17	2	2	"6"	7	5
17	2	2	"6"	8	8
17	2	2	"6"	9	8
17	2	2	"6"	10	8
17	2	2	"7"	6	5
17	2	2	"7"	7	5
17	2	2	"7"	8	7
17	2	2	"7"	9	7
17	2	2	"7"	10	7
17	2	2	"8"	6	7
17	2	2	"8"	7	6
17	2	2	"8"	8	9
17	2	2	"8"	9	7
17	2	2	"8"	10	8
17	2	2	"9"	6	5
17	2	2	"9"	7	6
17	2	2	"9"	8	8
17	2	2	"9"	9	8
17	2	2	"9"	10	8
17	2	2	"10"	6	6
17	2	2	"10"	7	5
17	2	2	"10"	8	8
17	2	2	"10"	9	6
17	2	2	"10"	10	6
18	2	1	"1"	11	5
18	2	1	"1"	12	6
18	2	1	"1"	13	5
18	2	1	"1"	14	7
18	2	1	"1"	15	7
18	2	1	"2"	11	5
18	2	1	"2"	12	7
18	2	1	"2"	13	7
18	2	1	"2"	14	7
18	2	1	"2"	15	8
18	2	1	"3"	11	5
18	2	1	"3"	12	8
18	2	1	"3"	13	7
18	2	1	"3"	14	5
18	2	1	"3"	15	7
18	2	1	"4"	11	3
18	2	1	"4"	12	4
18	2	1	"4"	13	5
18	2	1	"4"	14	5
18	2	1	"4"	15	8
18	2	1	"5"	11	4
18	2	1	"5"	12	5
18	2	1	"5"	13	5
18	2	1	"5"	14	6
18	2	1	"5"	15	6
18	2	1	"6"	11	4
18	2	1	"6"	12	8
18	2	1	"6"	13	7
18	2	1	"6"	14	8
18	2	1	"6"	15	5
18	2	1	"7"	11	8
18	2	1	"7"	12	8
18	2	1	"7"	13	8
18	2	1	"7"	14	8
18	2	1	"7"	15	9
18	2	1	"8"	11	4
18	2	1	"8"	12	6
18	2	1	"8"	13	8
18	2	1	"8"	14	8
18	2	1	"8"	15	7
18	2	1	"9"	11	6
18	2	1	"9"	12	6
18	2	1	"9"	13	6
18	2	1	"9"	14	7
18	2	1	"9"	15	8
18	2	1	"10"	11	5
18	2	1	"10"	12	6
18	2	1	"10"	13	7
18	2	1	"10"	14	6
18	2	1	"10"	15	8
18	2	2	"1"	6	4
18	2	2	"1"	7	3
18	2	2	"1"	8	5
18	2	2	"1"	9	6
18	2	2	"1"	10	5
18	2	2	"2"	6	4
18	2	2	"2"	7	5
18	2	2	"2"	8	7
18	2	2	"2"	9	5
18	2	2	"2"	10	5
18	2	2	"3"	6	6
18	2	2	"3"	7	6
18	2	2	"3"	8	7
18	2	2	"3"	9	6
18	2	2	"3"	10	7
18	2	2	"4"	6	6
18	2	2	"4"	7	6
18	2	2	"4"	8	7
18	2	2	"4"	9	7
18	2	2	"4"	10	8
18	2	2	"5"	6	5
18	2	2	"5"	7	5
18	2	2	"5"	8	8
18	2	2	"5"	9	7
18	2	2	"5"	10	6
18	2	2	"6"	6	5
18	2	2	"6"	7	4
18	2	2	"6"	8	8
18	2	2	"6"	9	6
18	2	2	"6"	10	7
18	2	2	"7"	6	6
18	2	2	"7"	7	8
18	2	2	"7"	8	8
18	2	2	"7"	9	8
18	2	2	"7"	10	9
18	2	2	"8"	6	6
18	2	2	"8"	7	6
18	2	2	"8"	8	8
18	2	2	"8"	9	5
18	2	2	"8"	10	9
18	2	2	"9"	6	6
18	2	2	"9"	7	8
18	2	2	"9"	8	8
18	2	2	"9"	9	6
18	2	2	"9"	10	8
18	2	2	"10"	6	5
18	2	2	"10"	7	6
18	2	2	"10"	8	9
18	2	2	"10"	9	8
18	2	2	"10"	10	7
19	2	1	"1"	11	9
19	2	1	"1"	12	8
19	2	1	"1"	13	8
19	2	1	"1"	14	9
19	2	1	"1"	15	8
19	2	1	"2"	11	7
19	2	1	"2"	12	8
19	2	1	"2"	13	8
19	2	1	"2"	14	9
19	2	1	"2"	15	9
19	2	1	"3"	11	7
19	2	1	"3"	12	7
19	2	1	"3"	13	9
19	2	1	"3"	14	9
19	2	1	"3"	15	8
19	2	1	"4"	11	8
19	2	1	"4"	12	8
19	2	1	"4"	13	8
19	2	1	"4"	14	9
19	2	1	"4"	15	9
19	2	1	"5"	11	7
19	2	1	"5"	12	7
19	2	1	"5"	13	8
19	2	1	"5"	14	9
19	2	1	"5"	15	9
19	2	1	"6"	11	7
19	2	1	"6"	12	7
19	2	1	"6"	13	8
19	2	1	"6"	14	8
19	2	1	"6"	15	9
19	2	1	"7"	11	8
19	2	1	"7"	12	5
19	2	1	"7"	13	7
19	2	1	"7"	14	6
19	2	1	"7"	15	7
19	2	1	"8"	11	7
19	2	1	"8"	12	8
19	2	1	"8"	13	7
19	2	1	"8"	14	9
19	2	1	"8"	15	8
19	2	1	"9"	11	7
19	2	1	"9"	12	8
19	2	1	"9"	13	8
19	2	1	"9"	14	9
19	2	1	"9"	15	7
19	2	1	"10"	11	5
19	2	1	"10"	12	7
19	2	1	"10"	13	8
19	2	1	"10"	14	8
19	2	1	"10"	15	9
19	2	2	"1"	6	4
19	2	2	"1"	7	5
19	2	2	"1"	8	4
19	2	2	"1"	9	7
19	2	2	"1"	10	7
19	2	2	"2"	6	6
19	2	2	"2"	7	8
19	2	2	"2"	8	5
19	2	2	"2"	9	7
19	2	2	"2"	10	8
19	2	2	"3"	6	8
19	2	2	"3"	7	6
19	2	2	"3"	8	8
19	2	2	"3"	9	8
19	2	2	"3"	10	6
19	2	2	"4"	6	6
19	2	2	"4"	7	6
19	2	2	"4"	8	7
19	2	2	"4"	9	8
19	2	2	"4"	10	9
19	2	2	"5"	6	6
19	2	2	"5"	7	8
19	2	2	"5"	8	8
19	2	2	"5"	9	8
19	2	2	"5"	10	9
19	2	2	"6"	6	6
19	2	2	"6"	7	7
19	2	2	"6"	8	8
19	2	2	"6"	9	7
19	2	2	"6"	10	9
19	2	2	"7"	6	6
19	2	2	"7"	7	7
19	2	2	"7"	8	6
19	2	2	"7"	9	8
19	2	2	"7"	10	8
19	2	2	"8"	6	6
19	2	2	"8"	7	5
19	2	2	"8"	8	6
19	2	2	"8"	9	8
19	2	2	"8"	10	8
19	2	2	"9"	6	6
19	2	2	"9"	7	5
19	2	2	"9"	8	9
19	2	2	"9"	9	6
19	2	2	"9"	10	9
19	2	2	"10"	6	6
19	2	2	"10"	7	9
19	2	2	"10"	8	8
19	2	2	"10"	9	9
19	2	2	"10"	10	9
20	2	1	"1"	11	5
20	2	1	"1"	12	6
20	2	1	"1"	13	6
20	2	1	"1"	14	6
20	2	1	"1"	15	6
20	2	1	"2"	11	4
20	2	1	"2"	12	6
20	2	1	"2"	13	6
20	2	1	"2"	14	6
20	2	1	"2"	15	7
20	2	1	"3"	11	5
20	2	1	"3"	12	5
20	2	1	"3"	13	7
20	2	1	"3"	14	7
20	2	1	"3"	15	8
20	2	1	"4"	11	4
20	2	1	"4"	12	7
20	2	1	"4"	13	8
20	2	1	"4"	14	7
20	2	1	"4"	15	6
20	2	1	"5"	11	4
20	2	1	"5"	12	7
20	2	1	"5"	13	7
20	2	1	"5"	14	8
20	2	1	"5"	15	8
20	2	1	"6"	11	5
20	2	1	"6"	12	8
20	2	1	"6"	13	8
20	2	1	"6"	14	5
20	2	1	"6"	15	9
20	2	1	"7"	11	7
20	2	1	"7"	12	8
20	2	1	"7"	13	7
20	2	1	"7"	14	8
20	2	1	"7"	15	8
20	2	1	"8"	11	7
20	2	1	"8"	12	8
20	2	1	"8"	13	8
20	2	1	"8"	14	8
20	2	1	"8"	15	9
20	2	1	"9"	11	5
20	2	1	"9"	12	8
20	2	1	"9"	13	8
20	2	1	"9"	14	7
20	2	1	"9"	15	5
20	2	1	"10"	11	5
20	2	1	"10"	12	6
20	2	1	"10"	13	7
20	2	1	"10"	14	8
20	2	1	"10"	15	7
20	2	2	"1"	6	3
20	2	2	"1"	7	2
20	2	2	"1"	8	4
20	2	2	"1"	9	3
20	2	2	"1"	10	5
20	2	2	"2"	6	5
20	2	2	"2"	7	4
20	2	2	"2"	8	4
20	2	2	"2"	9	4
20	2	2	"2"	10	8
20	2	2	"3"	6	3
20	2	2	"3"	7	3
20	2	2	"3"	8	6
20	2	2	"3"	9	6
20	2	2	"3"	10	6
20	2	2	"4"	6	2
20	2	2	"4"	7	5
20	2	2	"4"	8	4
20	2	2	"4"	9	5
20	2	2	"4"	10	5
20	2	2	"5"	6	5
20	2	2	"5"	7	4
20	2	2	"5"	8	5
20	2	2	"5"	9	6
20	2	2	"5"	10	7
20	2	2	"6"	6	5
20	2	2	"6"	7	4
20	2	2	"6"	8	5
20	2	2	"6"	9	4
20	2	2	"6"	10	6
20	2	2	"7"	6	6
20	2	2	"7"	7	5
20	2	2	"7"	8	5
20	2	2	"7"	9	6
20	2	2	"7"	10	6
20	2	2	"8"	6	5
20	2	2	"8"	7	5
20	2	2	"8"	8	7
20	2	2	"8"	9	6
20	2	2	"8"	10	8
20	2	2	"9"	6	6
20	2	2	"9"	7	3
20	2	2	"9"	8	6
20	2	2	"9"	9	6
20	2	2	"9"	10	4
20	2	2	"10"	6	6
20	2	2	"10"	7	4
20	2	2	"10"	8	6
20	2	2	"10"	9	5
20	2	2	"10"	10	6
21	1	1	"1"	1	2
21	1	1	"1"	2	6
21	1	1	"1"	3	6
21	1	1	"1"	4	4
21	1	1	"1"	5	7
21	1	1	"2"	1	3
21	1	1	"2"	2	3
21	1	1	"2"	3	6
21	1	1	"2"	4	6
21	1	1	"2"	5	7
21	1	1	"3"	1	2
21	1	1	"3"	2	3
21	1	1	"3"	3	7
21	1	1	"3"	4	7
21	1	1	"3"	5	8
21	1	1	"4"	1	6
21	1	1	"4"	2	2
21	1	1	"4"	3	4
21	1	1	"4"	4	8
21	1	1	"4"	5	7
21	1	1	"5"	1	3
21	1	1	"5"	2	3
21	1	1	"5"	3	6
21	1	1	"5"	4	7
21	1	1	"5"	5	7
21	1	1	"6"	1	2
21	1	1	"6"	2	4
21	1	1	"6"	3	2
21	1	1	"6"	4	8
21	1	1	"6"	5	7
21	1	1	"7"	1	2
21	1	1	"7"	2	2
21	1	1	"7"	3	6
21	1	1	"7"	4	8
21	1	1	"7"	5	8
21	1	1	"8"	1	2
21	1	1	"8"	2	3
21	1	1	"8"	3	3
21	1	1	"8"	4	7
21	1	1	"8"	5	8
21	1	1	"9"	1	1
21	1	1	"9"	2	3
21	1	1	"9"	3	4
21	1	1	"9"	4	8
21	1	1	"9"	5	7
21	1	1	"10"	1	1
21	1	1	"10"	2	6
21	1	1	"10"	3	6
21	1	1	"10"	4	4
21	1	1	"10"	5	2
21	1	2	"1"	6	6
21	1	2	"1"	7	8
21	1	2	"1"	8	8
21	1	2	"1"	9	7
21	1	2	"1"	10	9
21	1	2	"2"	6	5
21	1	2	"2"	7	6
21	1	2	"2"	8	7
21	1	2	"2"	9	6
21	1	2	"2"	10	8
21	1	2	"3"	6	6
21	1	2	"3"	7	8
21	1	2	"3"	8	7
21	1	2	"3"	9	8
21	1	2	"3"	10	8
21	1	2	"4"	6	6
21	1	2	"4"	7	4
21	1	2	"4"	8	7
21	1	2	"4"	9	8
21	1	2	"4"	10	8
21	1	2	"5"	6	5
21	1	2	"5"	7	5
21	1	2	"5"	8	7
21	1	2	"5"	9	6
21	1	2	"5"	10	7
21	1	2	"6"	6	6
21	1	2	"6"	7	7
21	1	2	"6"	8	5
21	1	2	"6"	9	6
21	1	2	"6"	10	8
21	1	2	"7"	6	6
21	1	2	"7"	7	6
21	1	2	"7"	8	8
21	1	2	"7"	9	8
21	1	2	"7"	10	7
21	1	2	"8"	6	5
21	1	2	"8"	7	4
21	1	2	"8"	8	8
21	1	2	"8"	9	6
21	1	2	"8"	10	7
21	1	2	"9"	6	7
21	1	2	"9"	7	7
21	1	2	"9"	8	8
21	1	2	"9"	9	8
21	1	2	"9"	10	9
21	1	2	"10"	6	4
21	1	2	"10"	7	5
21	1	2	"10"	8	6
21	1	2	"10"	9	6
21	1	2	"10"	10	7
22	2	1	"1"	11	9
22	2	1	"1"	12	6
22	2	1	"1"	13	6
22	2	1	"1"	14	7
22	2	1	"1"	15	7
22	2	1	"2"	11	4
22	2	1	"2"	12	6
22	2	1	"2"	13	7
22	2	1	"2"	14	8
22	2	1	"2"	15	7
22	2	1	"3"	11	5
22	2	1	"3"	12	6
22	2	1	"3"	13	5
22	2	1	"3"	14	7
22	2	1	"3"	15	6
22	2	1	"4"	11	5
22	2	1	"4"	12	7
22	2	1	"4"	13	8
22	2	1	"4"	14	8
22	2	1	"4"	15	7
22	2	1	"5"	11	5
22	2	1	"5"	12	7
22	2	1	"5"	13	7
22	2	1	"5"	14	6
22	2	1	"5"	15	8
22	2	1	"6"	11	6
22	2	1	"6"	12	7
22	2	1	"6"	13	8
22	2	1	"6"	14	8
22	2	1	"6"	15	8
22	2	1	"7"	11	5
22	2	1	"7"	12	7
22	2	1	"7"	13	6
22	2	1	"7"	14	6
22	2	1	"7"	15	7
22	2	1	"8"	11	8
22	2	1	"8"	12	6
22	2	1	"8"	13	7
22	2	1	"8"	14	7
22	2	1	"8"	15	8
22	2	1	"9"	11	8
22	2	1	"9"	12	6
22	2	1	"9"	13	6
22	2	1	"9"	14	7
22	2	1	"9"	15	8
22	2	1	"10"	11	6
22	2	1	"10"	12	6
22	2	1	"10"	13	6
22	2	1	"10"	14	7
22	2	1	"10"	15	8
22	2	2	"1"	6	6
22	2	2	"1"	7	6
22	2	2	"1"	8	7
22	2	2	"1"	9	5
22	2	2	"1"	10	7
22	2	2	"2"	6	6
22	2	2	"2"	7	7
22	2	2	"2"	8	7
22	2	2	"2"	9	8
22	2	2	"2"	10	9
22	2	2	"3"	6	6
22	2	2	"3"	7	8
22	2	2	"3"	8	7
22	2	2	"3"	9	7
22	2	2	"3"	10	8
22	2	2	"4"	6	7
22	2	2	"4"	7	6
22	2	2	"4"	8	7
22	2	2	"4"	9	8
22	2	2	"4"	10	7
22	2	2	"5"	6	7
22	2	2	"5"	7	7
22	2	2	"5"	8	7
22	2	2	"5"	9	6
22	2	2	"5"	10	8
22	2	2	"6"	6	7
22	2	2	"6"	7	7
22	2	2	"6"	8	7
22	2	2	"6"	9	8
22	2	2	"6"	10	9
